ID,X,Y,Z
101,0,0,-6.482498e-07
102,0,0,-1.55e-06
103,0,0,-2.524e-06
104,0,0,-4.1336702e-06
105,0,0,-4.747e-06
106,0,0,-6.5713209e-06
107,0,0,-3.909466e-07
108,0,0,-1.154e-06
109,0,0,-2.0037104e-06
110,0,0,-3.4454764e-06
111,0,0,-4.5814081e-06
112,0,0,-5.973e-06
113,0,0,0
114,0,0,-7.678091e-07
115,0,0,-1.6621876e-06
116,0,0,-2.7747031e-06
117,0,0,-3.836e-06
118,0,0,-4.7948564e-06
119,0,0,-2.6201422e-06
120,0,0,-5.174256e-07
121,0,0,-1.3484691e-06
122,0,0,-2.3535859e-06
123,0,0,-3.6431969e-06
124,0,0,-4.887e-06
125,0,0,-4.5012998e-06
126,0,0,0
127,0,0,-9.39e-07
128,0,0,-2.1984496e-06
129,0,0,-3.176e-06
130,0,0,-3.6872959e-06
131,0,0,-4.4242668e-06
132,0,0,-6.624485e-07
133,0,0,-1.7517955e-06
134,0,0,-2.264901e-06
135,0,0,-4.227e-06
136,0,0,-3.471e-06
137,0,0,-3.280717e-07
138,0,0,-1.3187121e-06
139,0,0,-1.4264955e-06
140,0,0,-3.117353e-06
141,0,0,-5.054194e-07
142,0,0,-1.4198153e-06
143,0,0,-9.946199e-07
207,0,0,3.909466e-07
208,0,0,1.154e-06
209,0,0,2.003716e-06
210,0,0,3.4454821e-06
211,0,0,4.5814081e-06
212,0,0,5.973e-06
214,0,0,7.678091e-07
215,0,0,1.6621899e-06
216,0,0,2.7747058e-06
217,0,0,3.836e-06
218,0,0,4.7948592e-06
219,0,0,2.6201422e-06
220,0,0,5.174256e-07
221,0,0,1.3484752e-06
222,0,0,2.3535925e-06
223,0,0,3.6431969e-06
224,0,0,4.887e-06
225,0,0,4.5012962e-06
227,0,0,9.39e-07
228,0,0,2.1984526e-06
229,0,0,3.176e-06
230,0,0,3.6872986e-06
231,0,0,4.4242615e-06
232,0,0,6.624485e-07
233,0,0,1.7518034e-06
234,0,0,2.2649074e-06
235,0,0,4.227e-06
236,0,0,3.471e-06
237,0,0,3.280717e-07
238,0,0,1.3187121e-06
239,0,0,1.4264955e-06
240,0,0,3.117347e-06
241,0,0,5.054194e-07
242,0,0,1.419818e-06
243,0,0,9.946199e-07
301,0,0,6.482498e-07
302,0,0,1.55e-06
303,0,0,2.524e-06
304,0,0,4.1336732e-06
305,0,0,4.747e-06
306,0,0,6.571316e-06
307,0,0,3.909466e-07
308,0,0,1.154e-06
309,0,0,2.003716e-06
310,0,0,3.4454821e-06
311,0,0,4.5814081e-06
312,0,0,5.973e-06
313,0,0,0
314,0,0,7.678091e-07
315,0,0,1.6621899e-06
316,0,0,2.7747058e-06
317,0,0,3.836e-06
318,0,0,4.7948592e-06
319,0,0,2.6201422e-06
320,0,0,5.174256e-07
321,0,0,1.3484752e-06
322,0,0,2.3535925e-06
323,0,0,3.6431969e-06
324,0,0,4.887e-06
325,0,0,4.5012962e-06
326,0,0,0
327,0,0,9.39e-07
328,0,0,2.1984526e-06
329,0,0,3.176e-06
330,0,0,3.6872986e-06
331,0,0,4.4242615e-06
332,0,0,6.624485e-07
333,0,0,1.7518034e-06
334,0,0,2.2649074e-06
335,0,0,4.227e-06
336,0,0,3.471e-06
337,0,0,3.280717e-07
338,0,0,1.3187121e-06
339,0,0,1.4264955e-06
340,0,0,3.117347e-06
341,0,0,5.054194e-07
342,0,0,1.419818e-06
343,0,0,9.946199e-07
407,0,0,-3.909466e-07
408,0,0,-1.154e-06
409,0,0,-2.0037104e-06
410,0,0,-3.4454764e-06
411,0,0,-4.5814081e-06
412,0,0,-5.973e-06
414,0,0,-7.678091e-07
415,0,0,-1.6621876e-06
416,0,0,-2.7747031e-06
417,0,0,-3.836e-06
418,0,0,-4.7948564e-06
419,0,0,-2.6201422e-06
420,0,0,-5.174256e-07
421,0,0,-1.3484691e-06
422,0,0,-2.3535859e-06
423,0,0,-3.6431969e-06
424,0,0,-4.887e-06
425,0,0,-4.5012998e-06
427,0,0,-9.39e-07
428,0,0,-2.1984496e-06
429,0,0,-3.176e-06
430,0,0,-3.6872959e-06
431,0,0,-4.4242668e-06
432,0,0,-6.624485e-07
433,0,0,-1.7517955e-06
434,0,0,-2.264901e-06
435,0,0,-4.227e-06
436,0,0,-3.471e-06
437,0,0,-3.280717e-07
438,0,0,-1.3187121e-06
439,0,0,-1.4264955e-06
440,0,0,-3.117353e-06
441,0,0,-5.054194e-07
442,0,0,-1.4198153e-06
443,0,0,-9.946199e-07
