Index,ID,X Position,Y Position,Z Position,Type,Subnet,Address,Orientation,Primary Axis Low Limit,Primary Axis High Limit,Secondary Axis Low Limit,Secondary Axis High Limit
96,319,-3900.50000,997.68658,-89.00000,SAA,2,NA,-3800,3800,-3800,3800
97,320,-443.86499,1729.81604,-89.00000,DAA,1,+Y,-3800,3800,-3800,3800
98,321,-1109.68005,1729.81604,-89.00000,DAA,4,+Y,-3800,3800,-3800,3800
99,322,-1775.48999,1729.81604,-89.00000,DAA,2,+Y,-3800,3800,-3800,3800
100,323,-2441.27002,1729.81604,-89.00000,DAA,3,+Y,-3800,3800,-3800,3800
101,324,-3107.08008,1729.81604,-89.00000,DAA,1,+Y,-3800,3800,-3800,3800
102,325,-3724.44995,1517.95496,-89.00000,SAA,4,NA,-3800,3800,-3800,3800
103,326,0.00000,2306.42212,-89.00000,DAA,2,+Y,-3800,3800,-3800,3800
104,327,-776.78302,2306.42212,-89.00000,DAA,3,+Y,-3800,3800,-3800,3800
105,328,-1442.56995,2306.42212,-89.00000,DAA,1,+X,-3800,3800,-3800,3800
106,329,-2108.37988,2306.42212,-89.00000,DAA,4,+Y,-3800,3800,-3800,3800
107,330,-2774.18994,2306.42212,-89.00000,DAA,2,+Y,-3800,3800,-3800,3800
108,331,-3387.94995,2167.40698,-89.00000,SAA,3,NA,-3800,3800,-3800,3800
109,332,-443.86499,2883.02710,-89.00000,DAA,1,+Y,-3800,3800,-3800,3800
110,333,-1109.68005,2883.02710,-89.00000,DAA,4,+Y,-3800,3800,-3800,3800
111,334,-1775.48999,2883.02710,-89.00000,DAA,2,-Y,-3800,3800,-3800,3800
112,335,-2441.27002,2883.02710,-89.00000,DAA,3,+X,-3800,3800,-3800,3800
113,336,-2939.36011,2745.18091,-89.00000,SAA,4,NA,-3800,3800,-3800,3800
114,337,-221.94501,3459.63208,-89.00000,DAA,2,+Y,-3800,3800,-3800,3800
115,338,-887.72998,3459.63208,-89.00000,DAA,3,+Y,-3800,3800,-3800,3800
116,339,-1553.54004,3267.43091,-89.00000,SAA,1,NA,-3800,3800,-3800,3800
117,340,-2089.72998,3436.39111,-89.00000,SAA,4,NA,-3800,3800,-3800,3800
118,341,-365.73499,4005.25000,-89.00000,SAA,1,NA,-3800,3800,-3800,3800
119,342,-1085.08997,3872.76294,-89.00000,SAA,2,NA,-3800,3800,-3800,3800
120,343,-1604.01001,3692.77905,-89.00000,SAA,3,NA,-3800,3800,-3800,3800
121,407,443.86499,576.60541,-89.00000,SAA,1,NA,-3800,3800,-3800,3800
122,408,1109.67505,576.60541,-89.00000,DAA,4,+Y,-3800,3800,-3800,3800
123,409,1775.48499,576.60541,-89.00000,DAA,2,+Y,-3800,3800,-3800,3800
124,410,2441.29590,576.60541,-89.00000,DAA,3,+Y,-3800,3800,-3800,3800
125,411,3107.08008,576.60541,-89.00000,DAA,1,-Y,-3800,3800,-3800,3800
126,412,3772.89111,576.60541,-89.00000,DAA,4,-X,-3800,3800,-3800,3800
127,414,776.78278,1153.21106,-89.00000,DAA,3,+Y,-3800,3800,-3800,3800
128,415,1442.56799,1153.21106,-89.00000,DAA,1,+Y,-3800,3800,-3800,3800
129,416,2108.37793,1153.21106,-89.00000,DAA,4,+Y,-3800,3800,-3800,3800
130,417,2774.18799,1153.21106,-89.00000,DAA,2,+Y,-3800,3800,-3800,3800
131,418,3439.99805,1153.21106,-89.00000,DAA,3,+Y,-3800,3800,-3800,3800
132,419,3900.50000,997.68658,-89.00000,SAA,2,NA,-3800,3800,-3800,3800
133,420,443.86499,1729.81604,-89.00000,DAA,1,+Y,-3800,3800,-3800,3800
134,421,1109.67505,1729.81604,-89.00000,DAA,4,+Y,-3800,3800,-3800,3800
135,422,1775.48499,1729.81604,-89.00000,DAA,2,+Y,-3800,3800,-3800,3800
136,423,2441.27002,1729.81604,-89.00000,DAA,3,+Y,-3800,3800,-3800,3800
137,424,3107.08008,1729.81604,-89.00000,DAA,1,+Y,-3800,3800,-3800,3800
138,425,3724.45288,1517.95496,-89.00000,SAA,4,NA,-3800,3800,-3800,3800
139,427,776.78278,2306.42212,-89.00000,DAA,3,+Y,-3800,3800,-3800,3800
140,428,1442.56799,2306.42212,-89.00000,DAA,1,-X,-3800,3800,-3800,3800
141,429,2108.37793,2306.42212,-89.00000,DAA,4,+Y,-3800,3800,-3800,3800
142,430,2774.18799,2306.42212,-89.00000,DAA,2,+Y,-3800,3800,-3800,3800
143,431,3387.95410,2167.40698,-89.00000,SAA,3,NA,-3800,3800,-3800,3800
144,432,443.86499,2883.02710,-89.00000,DAA,1,+Y,-3800,3800,-3800,3800
145,433,1109.67505,2883.02710,-89.00000,DAA,4,+Y,-3800,3800,-3800,3800
146,434,1775.48499,2883.02710,-89.00000,DAA,2,-Y,-3800,3800,-3800,3800
147,435,2441.27002,2883.02710,-89.00000,DAA,3,-X,-3800,3800,-3800,3800
148,436,2939.36401,2745.18091,-89.00000,SAA,4,NA,-3800,3800,-3800,3800
149,437,221.94521,3459.63208,-89.00000,DAA,2,+Y,-3800,3800,-3800,3800
150,438,887.72998,3459.63208,-89.00000,DAA,3,+Y,-3800,3800,-3800,3800
151,439,1553.54004,3267.43091,-89.00000,SAA,1,NA,-3800,3800,-3800,3800
152,440,2089.73389,3436.39111,-89.00000,SAA,4,NA,-3800,3800,-3800,3800
153,441,365.73459,4005.25000,-89.00000,SAA,1,NA,-3800,3800,-3800,3800
154,442,1085.08801,3872.76294,-89.00000,SAA,2,NA,-3800,3800,-3800,3800
155,443,1604.01001,3692.77905,-89.00000,SAA,3,NA,-3800,3800,-3800,3800
